id;serie;popolo;nome;foto;video_rot;video_gim1;video_gim2;video_gim3;foto_ogg;nome_ogg;fronte_carta;retro_carta;descrizione;provenienza;collezione_standard;personaggio_posseduto;accessorio_posseduto;carta_posseduta
499;Elemental Fusion;Popolo del Vulcano;Magmion;magmion_ov_ef.png;;;;;;;;;MAGMION - IL SIGNORE DEL VULCANO|Dai tempi dei tempi il solo nominarlo faceva tremare anche i Gormiti più coraggiosi, ma dopo la fusione degli elementi il suo corpo massiccio e muscoloso è stato ricoperto da una nuova ed invincibile corazza… nessuno oserà più avvicinarsi a lui. Il suo corpo è talmente grande che la sua ombra incute timore anche agli stessi abitanti del Vulcano che ne temono l'ira! La corazza è ricoperta da appuntiti e taglienti aculei che Magmion può scagliare a gran velocità contro i nemici! La coda si è rafforzata ed adesso può frantumare qualsiasi cosa con un solo colpo! Il braccio poi a forma di uncino è ancora più grande e appuntito e può trafiggere anche le superfici più dure.|“Non sperare di fermarmi! Il mio corpo è impenetrabile e la mia potenza devastante!”;Magico Occhio della Vita del Vulcano;0;0;0;0
500;Eclissi Suprema;Popolo della Terra;Signore della Terra;sigterra_es_prova.png;;;;;;;sig_terra_es.png;retro_es.png;;Bustina Edicola;1;0;0;0
501;Eclissi Suprema;Popolo della Terra;Signore della Terra Armatura;sigterra_es_armatura_prova.png;;;;;;;sig_terra_arm_es.png;retro_es.png;;Bustina Giocheria;1;0;0;0
502;Eclissi Suprema;Popolo della Terra;Cinghiataurus;cinghiataurus_es_prova.png;;;;;;;cinghiataurus_es.png;retro_es.png;;Bustina Edicola|Bustina Giocheria|Blister;1;0;0;0
503;Eclissi Suprema;Popolo della Terra;Diamantes;diamantes_es_prova.png;;;;;;;diamantes_es.png;retro_es.png;;Bustina Giocheria|Blister;1;0;0;0
504;Eclissi Suprema;Popolo della Terra;Franaroccia;franaroccia_es_prova.png;;;;;;;franaroccia_es.png;retro_es.png;;Bustina Giocheria|Blister;1;0;0;0
505;Eclissi Suprema;Popolo della Terra;Meteorix;meteorix_es_prova.png;;;;;;;meteorix_es.png;retro_es.png;;Bustina Giocheria|Blister;1;0;0;0
506;Eclissi Suprema;Popolo della Terra;Pachidermion;pachidermion_es_prova.png;;;;;;;pachidermion_es.png;retro_es.png;;Bustina Giocheria|Blister;1;0;0;0
507;Eclissi Suprema;Popolo della Foresta;Signore della Foresta;sigforesta_es_prova.png;;;;;;;sig_foresta_es.png;retro_es.png;;Bustina Edicola;1;0;0;0
508;Eclissi Suprema;Popolo della Foresta;Signore della Foresta Armatura;sigforesta_es_armatura_prova.png;;;;;;;sig_foresta_arm_es.png;retro_es.png;;Bustina Giocheria;1;0;0;0
509;Eclissi Suprema;Popolo della Foresta;Cornolmo;cornolmo_es_prova.png;;;;;;;cornolmo_es.png;retro_es.png;;Bustina Giocheria|Blister;1;0;0;0
510;Eclissi Suprema;Popolo della Foresta;Faunante;faunante_es_prova.png;;;;;;;faunante_es.png;retro_es.png;;Bustina Edicola|Bustina Giocheria|Blister;1;0;0;0
511;Eclissi Suprema;Popolo della Foresta;Mandragoliere;mandragoliere_es_prova.png;;;;;;;mandragoliere_es.png;retro_es.png;;Bustina Giocheria|Blister;1;0;0;0
512;Eclissi Suprema;Popolo della Foresta;Mimante;Mimante_es_prova.png;;;;;;;mimante_es.png;retro_es.png;;Bustina Giocheria|Blister;1;0;0;0
513;Eclissi Suprema;Popolo della Foresta;Querciannone;querciannone_es_prova.png;;;;;;;querciannone_es.png;retro_es.png;;Bustina Giocheria|Blister;1;0;0;0
514;Eclissi Suprema;Popolo del Mare;Signore del Mare;sigmare_es_prova.png;;;;;;;sig_mare_es.png;retro_es.png;;Bustina Edicola;1;0;0;0
515;Eclissi Suprema;Popolo del Mare;Signore del Mare Armatura;sigmare_es_armatura_prova.png;;;;;;;sig_mare_arm_es.png;retro_es.png;;Bustina Giocheria;1;0;0;0
516;Eclissi Suprema;Popolo del Mare;Gorgous;gorgous_es_prova.png;;;;;;;gorgous_es.png;retro_es.png;;Bustina Giocheria|Blister;1;0;0;0
517;Eclissi Suprema;Popolo del Mare;Ipnopotamo;ipnopotamo_es_prova.png;;;;;;;ipnopotamo_es.png;retro_es.png;;Bustina Edicola|Bustina Giocheria|Blister;1;0;0;0
518;Eclissi Suprema;Popolo del Mare;Sonorca;sonorca_es_prova.png;;;;;;;sonorca_es.png;retro_es.png;;Bustina Giocheria|Blister;1;0;0;0
519;Eclissi Suprema;Popolo del Mare;Rospalude;rospalude_es_prova.png;;;;;;;rospalude_es.png;retro_es.png;;Bustina Giocheria|Blister;1;0;0;0
520;Eclissi Suprema;Popolo del Mare;Stellante;stellante_es_prova.png;;;;;;;stellante_es.png;retro_es.png;;Bustina Giocheria|Blister;1;0;0;0
521;Eclissi Suprema;Popolo dell'Aria;Signore dell'Aria;sigaria_es_prova.png;;;;;;;sig_aria_es.png;retro_es.png;;Bustina Edicola;1;0;0;0
522;Eclissi Suprema;Popolo dell'Aria;Signore dell'Aria Armatura;sigaria_es_armatura_prova.png;;;;;;;sig_aria_arm_es.png;retro_es.png;;Bustina Giocheria;1;0;0;0
523;Eclissi Suprema;Popolo dell'Aria;Bertz;bertz_es_prova.png;;;;;;;bertz_es.png;retro_es.png;;Bustina Giocheria|Blister;1;0;0;0
524;Eclissi Suprema;Popolo dell'Aria;Morsicor;morsicor_es_prova.png;;;;;;;morsicor_es.png;retro_es.png;;Bustina Giocheria|Blister;1;0;0;0
525;Eclissi Suprema;Popolo dell'Aria;Picchiavex;picchiavex_es_prova.png;;;;;;;picchiavex_es.png;retro_es.png;;Bustina Giocheria|Blister;1;0;0;0
526;Eclissi Suprema;Popolo dell'Aria;Rondor;rondor_es_prova.png;;;;;;;rondor_es.png;retro_es.png;;Bustina Giocheria|Blister;1;0;0;0
527;Eclissi Suprema;Popolo dell'Aria;Sirgius;sirgius_es_prova.png;;;;;;;sirgius_es.png;retro_es.png;;Bustina Edicola|Bustina Giocheria|Blister;1;0;0;0
528;Eclissi Suprema;Popolo del Vulcano;Magmion;magmion_es_prova.png;;;;;;;magmion_es.png;retro_es.png;;Bustina Giocheria;1;0;0;0
529;Eclissi Suprema;Popolo del Vulcano;Armageddon;armageddon_es_prova.png;;;;;;;armageddon_es.png;retro_es.png;;Bustina Edicola|Bustina Giocheria;1;0;0;0
530;Eclissi Suprema;Popolo del Vulcano;Ciclops;ciclops_es_prova.png;;;;;;;ciclops_es.png;retro_es.png;;Bustina Giocheria|Blister;1;0;0;0
531;Eclissi Suprema;Popolo del Vulcano;Moloch;moloch_es_prova.png;;;;;;;moloch_es.png;retro_es.png;;Bustina Giocheria|Blister;1;0;0;0
532;Eclissi Suprema;Popolo del Vulcano;Urlo Cieco;urlocieco_es_prova.png;;;;;;;urlocieco_es.png;retro_es.png;;Bustina Edicola|Bustina Giocheria|Blister;1;0;0;0
533;Eclissi Suprema;Popolo del Vulcano;Xiron;xiron_es_prova.png;;;;;;;xiron_es.png;retro_es.png;;Bustina Giocheria|Blister;1;0;0;0
534;Eclissi Suprema;Popolo della Luce;Sommo Luminescente;sommoluminescente_es_prova.png;;;;;;;sommoluminescente_es.png;retro_es.png;;Bustina Edicola|Bustina Giocheria;1;0;0;0
535;Eclissi Suprema;Popolo della Luce;Plasmarei;plasmarei_es_prova.png;;;;;;;plasmarei_es.png;retro_es.png;;Bustina Edicola|Bustina Giocheria;1;0;0;0
536;Eclissi Suprema;Popolo della Luce;Luxor;luxor_es_prova.png;;;;;;;luxor_es.png;retro_es.png;;Altare dell'Eclissi;1;0;0;0
537;Eclissi Suprema;Popolo delle Tenebre;Obscurio;obscurio_es_prova.png;;;;;;;obscurio_es.png;retro_es.png;;Bustina Edicola|Bustina Giocheria;1;0;0;0
538;Eclissi Suprema;Popolo delle Tenebre;Incubuion;incubion_es_prova.png;;;;;;;incubion_es.png;retro_es.png;;Bustina Edicola|Bustina Giocheria;1;0;0;0
539;Eclissi Suprema;Popolo delle Tenebre;Onerion;oneiron_es_prova.png;;;;;;;onerion_es.png;retro_es.png;;Altare dell'Eclissi;1;0;0;0
540;Titanium;Popolo della Terra;Signore della Terra;sigterra_tt_prova.png;;;;;elmo_dorato.PNG;Elmo Dorato;sig_terra_tt.png;retro_tt.png;;Bustina Edicola|Bustina Giocheria;1;0;0;0
541;Titanium;Popolo della Terra;Cinghios;cinghios_tt_prova.png;;;;;manico_inf_macete_roccia.png;Manico inferiore Macete di Roccia;cinghios_tt.png;retro_tt.png;;Bustina Giocheria|Blister;1;0;0;0
542;Titanium;Popolo della Terra;Diamanticon;diamanticon_tt_prova.png;;;;;manico_sup_macete_roccia.png;Manico superiore Macete di Roccia;diamanticon_tt.png;retro_tt.png;;Bustina Giocheria|Blister;1;0;0;0
543;Titanium;Popolo della Terra;Franius;franius_tt_prova.png;;;;;anello_terra.png;Anello del Potere della Terra;franius_tt.png;retro_tt.png;;Bustina Giocheria|Blister;1;0;0;0
544;Titanium;Popolo della Terra;Aerolitex;aerolitex_tt_prova.png;;;;;doblone_terra.PNG;Doblone della Terra;aerolitex_tt.png;retro_tt.png;;Bustina Giocheria|Blister;1;0;0;0
545;Titanium;Popolo della Terra;Mammuth;mammuth_tt_prova.png;;;;;punta_macete_roccia.png;Punta Macete di Roccia;mammuth_tt.png;retro_tt.png;;Bustina Giocheria|Blister;1;0;0;0
546;Titanium;Popolo della Terra;Cefalante;cefalante_tt_prova.png;;;;;;;cefalante_tt.png;retro_tt.png;;Magic Egg;1;0;0;0
547;Titanium;Popolo della Foresta;Signore della Foresta;sigforesta_tt_prova.png;;;;;maschera_magica.PNG;Maschera Magica;sig_foresta_tt.png;retro_tt.png;;Bustina Edicola|Bustina Giocheria;1;0;0;0
548;Titanium;Popolo della Foresta;Neonolmo;neonolmo_tt_prova.png;;;;;anello_foresta.png;Anello del Potere della Foresta;neonolmo_tt.png;retro_tt.png;;Bustina Giocheria|Blister;1;0;0;0
549;Titanium;Popolo della Foresta;Faunus;faunus_tt_prova.png;;;;;anello_aria.png;Anello del Potere dell'Aria;faunus_tt.png;retro_tt.png;;Bustina Giocheria|Blister;1;0;0;0
550;Titanium;Popolo della Foresta;Magigoliere;magigoliere_tt_prova.png;;;;;punta_bastone_incantato.png;Punta Bastone Incantato;magigoliere_tt.png;retro_tt.png;;Bustina Giocheria|Blister;1;0;0;0
551;Titanium;Popolo della Foresta;Megamante;megamante_tt_prova.png;;;;;manico_bastone_incantato.png;Manico Bastone Incantato;megamante_tt.png;retro_tt.png;;Bustina Giocheria|Blister;1;0;0;0
552;Titanium;Popolo della Foresta;Quercus;quercus _tt_prova.png;;;;;doblone_foresta.PNG;Doblone della Foresta;quercus_tt.png;retro_tt.png;;Bustina Giocheria|Blister;1;0;0;0
553;Titanium;Popolo della Foresta;Brancicante;brancicante_tt_prova.png;;;;;;;brancicante_tt.png;retro_tt.png;;Magic Egg;1;0;0;0
554;Titanium;Popolo del Mare;Signore del Mare;sigmare_tt_prova.png;;;;;anello_mare.png;Anello del Potere del Mare;sig_mare_tt.png;retro_tt.png;;Bustina Edicola|Bustina Giocheria;1;0;0;0
555;Titanium;Popolo del Mare;Gorgorribile;gorgorribile_tt_prova.png;;;;;anello_luce.png;Anello del Potere della Luce;gorgorribile_tt.png;retro_tt.png;;Bustina Giocheria|Blister;1;0;0;0
556;Titanium;Popolo del Mare;Iperipnopotamo;iperipnopotamo_tt_prova.png;;;;;punta_tridente_abissi.png;Punta Tridente degli Abissi;iperipnopotamo_tt.png;retro_tt.png;;Bustina Giocheria|Blister;1;0;0;0
557;Titanium;Popolo del Mare;Anfibiante;anfibiante_tt_prova.png;;;;;doblone_mare.PNG;Doblone del Mare;anfibiante_tt.png;retro_tt.png;;Bustina Giocheria|Blister;1;0;0;0
558;Titanium;Popolo del Mare;Sonorcante;sonorcante_tt_prova.png;;;;;manico_tridente_abissi.png;Manico Tridente degli Abissi;sonorcante_tt.png;retro_tt.png;;Bustina Giocheria|Blister;1;0;0;0
559;Titanium;Popolo del Mare;Superstellante;superstellante_tt_prova.png;;;;;maschera_mare.PNG;Maschera del Mare;superstellante_tt.png;retro_tt.png;;Bustina Giocheria|Blister;1;0;0;0
560;Titanium;Popolo del Mare;Birostris;birostris_tt_prova.png;;;;;;;birostris_tt.png;retro_tt.png;;Magic Egg;1;0;0;0
561;Titanium;Popolo dell'Aria;Signore dell'Aria;sigaria_tt_prova.png;;;;;cristallo_jessica.png;Cristallo dei Cieli di Jessica;sig_aria_tt.png;retro_tt.png;;Bustina Edicola|Bustina Giocheria;1;0;0;0
562;Titanium;Popolo dell'Aria;Rebertz;rebertz_tt_prova.png;;;;;doblone_cielo.PNG;Doblone del Cielo;rebertz_tt.png;retro_tt.png;;Bustina Giocheria|Blister;1;0;0;0
563;Titanium;Popolo dell'Aria;Mordiveleno;mordiveleno_tt_prova.png;;;;;cristallo_mordiveleno.png;Cristallo dei Cieli di Mordiveleno;mordiveleno_tt.png;retro_tt.png;;Bustina Giocheria|Blister;1;0;0;0
564;Titanium;Popolo dell'Aria;Picchiatore;picchiatore _tt_prova.png;;;;;cristallo_picchiatore.png;Cristallo dei Cieli di Picchiatore;picchiatore_tt.png;retro_tt.png;;Bustina Giocheria|Blister;1;0;0;0
565;Titanium;Popolo dell'Aria;Velocirondor;velocirondor_tt_prova.png;;;;;cristallo_velocirondor.png;Cristallo dei Cieli di Velocirondor;velocirondor_tt.png;retro_tt.png;;Bustina Giocheria|Blister;1;0;0;0
566;Titanium;Popolo dell'Aria;Strasirgius;strasirgius_tt_prova.png;;;;;cristallo_strasirgius.png;Cristallo dei Cieli di Strasirgius;strasirgius_tt.png;retro_tt.png;;Bustina Giocheria|Blister;1;0;0;0
567;Titanium;Popolo dell'Aria;Graculor;graculor_tt_prova.png;;;;;;;graculor_tt.png;retro_tt.png;;Magic Egg;1;0;0;0
568;Titanium;Popolo del Vulcano;Magmion;magmion_tt_prova.png;;;;;maschera_malefica.PNG;Maschera Malefica;magmion_tt.png;retro_tt.png;;Bustina Giocheria|Blister;1;0;0;0
569;Titanium;Popolo del Vulcano;Armageddon;armageddon_tt_prova.png;;;;;anello_vulcano.png;Anello del Potere del Vulcano;armageddon_tt.png;retro_tt.png;;Bustina Giocheria|Blister;1;0;0;0
570;Titanium;Popolo del Vulcano;Monoculante;monoculante_tt_prova.png;;;;;punta_tridente_fuoco.png;Punta Tridente del Fuoco;monoculante_tt.png;retro_tt.png;;Bustina Giocheria|Blister;1;0;0;0
571;Titanium;Popolo del Vulcano;Megamoloch;megamoloch_tt_prova.png;;;;;doblone_vulcano.PNG;Doblone del Vulcano;megamoloch_tt.png;retro_tt.png;;Bustina Giocheria|Blister;1;0;0;0
572;Titanium;Popolo del Vulcano;Gridoscuro;gridoscuro_tt_prova.png;;;;;anello_tenebre.png;Anello del Potere delle Tenebre;gridoscuro_tt.png;retro_tt.png;;Bustina Giocheria|Blister;1;0;0;0
573;Titanium;Popolo del Vulcano;Exiron;exiron_tt_prova.png;;;;;doblone_vulcano.PNG;Manico Tridente del Fuoco;exiron_tt.png;retro_tt.png;;Bustina Giocheria|Blister;1;0;0;0
574;Titanium;Popolo del Vulcano;Gorkon;gorkon_tt_prova.png;;;;;;;gorkon_tt.png;retro_tt.png;;Magic Egg;1;0;0;0
575;Titanium;Popolo della Luce;Sommo Luminescente;sommoluminescente_tt_prova.png;;;;;centro_scudo_solare.png;Centro Scudo Solare;sommoluminescente_tt.png;retro_tt.png;;Bustina Edicola|Bustina Giocheria;1;0;0;0
576;Titanium;Popolo della Luce;Lamaluce;lamaluce_tt_prova.png;;;;;frammenti_ant_scudo_solare.png;Frammenti anteriori Scudo Solare;lamaluc_tt.png;retro_tt.png;;Bustina Edicola|Bustina Giocheria|Blister;1;0;0;0
577;Titanium;Popolo della Luce;Radius;radius_tt_prova.png;;;;;frammenti_post_scudo_solare.png;Frammenti posteriori Scudo Solare;radius_tt.png;retro_tt.png;;Bustina Edicola|Bustina Giocheria|Blister;1;0;0;0
578;Titanium;Popolo della Luce;Solardrill;solardrill_tt_prova.png;;;;;doblone_luce.PNG;Doblone della Luce;solardrill_tt.png;retro_tt.png;;Bustina Edicola;1;0;0;0
579;Titanium;Popolo della Luce;Illuminator;illuminator_tt_prova.png;;;;;;;illuminator_tt.png;retro_tt.png;;Magic Egg;1;0;0;0
580;Titanium;Popolo delle Tenebre;Obscurio;obscurio_tt_prova.png;;;;;maschera_oscura.PNG;Maschera Oscura;obscurio_tt.png;retro_tt.png;;Bustina Edicola|Bustina Giocheria;1;0;0;0
581;Titanium;Popolo delle Tenebre;Incubonero;incubonero_tt_prova.png;;;;;manico_nero_artiglio.png;Manico Nero Artiglio delle Tenebre;incubonero_tt.png;retro_tt.png;;Bustina Edicola|Bustina Giocheria|Blister;1;0;0;0
582;Titanium;Popolo delle Tenebre;Onirikus;onirikus_tt_prova.png;;;;;punta_nero_artiglio.png;Punta Nero Artiglio delle Tenebre;onirikus_tt.png;retro_tt.png;;Bustina Edicola|Bustina Giocheria|Blister;1;0;0;0
583;Titanium;Popolo delle Tenebre;Ipnoticon;ipnoticon_tt_prova.png;;;;;doblone_tenebre.PNG;Oscuro Doblone delle Tenebre;ipnoticon_tt.png;retro_tt.png;;Bustina Edicola;1;0;0;0
584;Titanium;Popolo delle Tenebre;Sbavion;sbavion_tt_prova.png;;;;;;;sbavion_tt.png;retro_tt.png;;Magic Egg;1;0;0;0
585;Titanium;Popolo della Terra;Diamantes;diamantes_tt_prova.png;;;;;;;diamantes_tt.png;retro_es.png;;Magazine 33;0;0;0;0
586;Titanium;Popolo della Terra;Franaroccia;franaroccia_tt_prova.png;;;;;;;franaroccia_tt.png;retro_es.png;;Magazine 34;0;0;0;0
587;Titanium;Popolo della Foresta;Cornolmo;cornolmo_tt_prova.png;;;;;;;cornolmo_tt.png;retro_es.png;;Magazine New 2;0;0;0;0
588;Titanium;Popolo dell'Aria;Bertz;bertz_tt_prova.png;;;;;;;bertz_tt.png;retro_es.png;;Magazine New 3;0;0;0;0
589;Titanium;Popolo della Terra;Signore della Terra;sigterra_tt_slime_prova.png;;;;;;;;;"IL SIGNORE DELLA TERRA|Il Sommo Luminescente gli ha offerto in dono due strumenti dall’energia straordinaria… Uno sfolgorante Elmo Dorato, che può proteggerlo anche dagli influssi più maligni, e un puntuto Macete di Roccia, in grado di polverizzare ogni cosa!|Quando questo Signore si armaturizza e indossa questi due incredibili accessori, la sua forza si raddoppia rendendolo imbattibile!|La sua potenza è accresciuta anche dalla corazza dorata che lo avvolge quando impugna i regali del Signore della Luce; questo involucro resistentissimo lo rende infatti immune a ogni attacco, permettendogli di aggredire il nemico con il suo pugno che tutto frantuma!";Occhio della Vita della Terra Slime Orb;0;0;0;0
590;Titanium;Popolo della Foresta;Signore della Foresta;sigforesta_tt_slime_prova.png;;;;;;;;;IL SIGNORE DELLA FORESTA|I magici strumenti che il Sommo Luminescente ha creato appositamente per lui risvegliano la forza secolare del bosco: quando si armaturizza indossando Maschera e Bastone della Foresta si ricopre di una splendente corazza dorata e diventa invincibile!|La Maschera Magica gli permette di richiamare a sé tutti gli elementi della Foresta Silente raccogliendo un’enorme potenza, mentre il Bastone Incantato gli consente di lanciare tremende maledizioni contro i nemici. E spezzare questi incantesimi è impossibile perché questo millenario Bastone, donatogli dal Signore della Luce in persona, è stato creato con il legno più antico della Foresta Silente ed è praticamente… indistruttibile!;Occhio della Vita della Foresta Slime Orb;0;0;0;0
591;Titanium;Popolo del Mare;Signore del Mare;sigmare_tt_slime_prova.png;;;;;;;;;IL SIGNORE DEL MARE|Questo eroe che guizza fra le onde di Gorm a una velocità supersonica è sempre pronto a rischiare la vita per salvare il suo Popolo e la sua terra.|Quando si armaturizza indossando la sua corazza dorata e impugnando il Tridente degli Abissi non c’è Gormita che possa reggere il suo confronto!|Dalla sua armatura si sprigiona un’ondata energetica che travolge l’avversario come un maremoto e dal Tridente si generano delle sfere acquatiche che rinchiudono il nemico e lo privano dell’ossigeno.|“Tuffati insieme a me e vieni a scoprire quale dei sette Anelli del Potere nascondo nel fondo degli abissi…”;Occhio della Vita del Mare Slime Orb;0;0;0;0
592;Titanium;Popolo dell'Aria;Signore dell'Aria;sigaria_tt_slime_prova.png;;;;;;;;;IL SIGNORE DELL’ARIA|Il Sommo Luminescente gli ha offerto un dono che racchiude tutta la potenza dei venti, tutta l’energia della volta celeste, tutta l’essenza del Popolo dell’Aria… Si tratta del magnifico Cristallo dei Cieli! Il Signore dell’Aria lo custodirà con forza e determinazione… Ora che è racchiuso tra le sue mani gli permetterà di essere invincibile!|La scia di questo Cristallo ora illumina Gorm anche nella notte più scura perché la sua luce risplende perfino fra le tenebre più dense.|Forte di questo amuleto, le sfere energetiche di Jessica ora sono ancora più devastanti e i suoi occhi hanno assorbito il potere fulminante delle saette.;Occhio della Vita dell'Aria Slime Orb;0;0;0;0
593;Titanium;Popolo del Vulcano;Armageddon;armageddon_tt_slime_prova.png;;;;;;;;;ARMAGEDDON|Da quando Obscurio gli ha donato il Tridente di Fuoco i suoi piani di conquista di Gorm si sono fatti molto più ambiziosi. Questo magico strumento lo ha reso infatti incredibilmente forte infondendogli il potere di controllare l’elemento del fuoco e tutte le altre pericolosissime energie del Monte Vulcano!|Dal suo terribile Tridente fuoriescono fiammeggianti sfere di lava che riducono in cenere qualsiasi nemico anche a grande distanza…|E il suo corpo nasconde un’altra incandescente e pericolosissima sorpresa…|“Indossa anche tu l’Anello del Potere di cui sono il custode e riuscirai a dominare il fuoco e le fiamme come me!”;Occhio della Vita del Vulcano Slime Orb;0;0;0;0
594;Titanium;Popolo della Luce;Sommo Luminescente;sommoluminescente_tt_slime_prova.png;;;;;;;;;IL SOMMO LUMINESCENTE|La potenza della luce lo ha completamente trasformato… Questo fulgido Signore non è mai stato così forte!|La sua spada è diventata una sciabola spessa e affilata, mentre lo Scudo Solare che ha forgiato grazie ai raggi luminosi è ora in grado di proteggerlo da qualsiasi colpo!|“Signori della Natura, da oggi avete un nuovo e valoroso compito: sconfiggere i malvagi Gormiti di Tenebre e Vulcano e custodire con il vostro corpo i preziosi amuleti che vi ho donato, a costo di sacrificare la vostra stessa vita! Questi magici amuleti vi serviranno per comporre i potentissimi strumenti nella mitica battaglia finale!!!”;Occhio della Vita della Luce Slime Orb;0;0;0;0
595;Titanium;Popolo delle Tenebre;Obscurio;obscurio_tt_slime_prova.png;;;;;;;;;OBSCURIO|Si è preparato ad affrontare il Sommo Luminescente e i nuovi Popoli del Bene raccogliendo a sé tutte le forze oscure… Grazie alla crudeltà più spietata ha forgiato il Nero Artiglio delle Tenebre, che racchiude la magia nera in tutte le sue forme.|La sua mazza ferrata allungabile gli serve per proteggere questo nuovo potentissimo strumento, colpendo i nemici con una scarica di punte acuminate e taglienti.|Quando si armaturizza indossando anche la sua Maschera Oscura diventa invincibile! L’occhio situato al centro di questo amuleto gli permette infatti di vedere anche nell’oscurità e di leggere la mente dei suoi nemici prevedendo le loro mosse.;Occhio della Vita delle Tenebre Slime Orb;0;0;0;0
596;Neorganic;Popolo della Terra;Signore della Terra;sigterra_ng_prova.png;;;;;;;placeholder.jpg;;IL SIGNORE DELLA TERRA|Noto dai tempi più remoti per la sua forza devastante, grazie all'avvento di questa nuova era è stato ulteriormente potenziato... Ora il suo corpo è ricoperto da una dura armatura nera e sfolgorante, i suoi possenti piedi sono avvolti da stivali sofisticati e indistruttibili e sul suo petto scintilla il medaglione raffigurante il simbolo della Terra.|Queste nuove qualità lo aiuteranno a sconfiggere i Gormiti del Male, più agguerriti che mai!;Bustina Giocheria;1;0;0;0
597;Neorganic;Popolo della Terra;Signore della Terra Super;sigterra_ng_super_prova.png;;;;;pugno_rigenerante.PNG;Pugno Rigenerante;placeholder.jpg;;IL SIGNORE DELLA TERRA|Il potere della madre Terra fluisce in lui come un impetuoso fiume in piena, lo rende poderoso e invincibile e gli conferisce una potenza mai vista prima! Il suo corpo, già protetto da una robusta armatura naturale, ora è ricoperto da un'ulteriore corazza nera che non può essere scalfita da nessuno strumento! Infine, il suo Pugno Rigenerante è in grado di scatenare violentissimi terremoti e di creare giganteschi crateri che inghiottono anche i Gormiti malvagi più tenaci!;Bustina Edicola;1;0;0;0
598;Neorganic;Popolo della Terra;Frantumante;frantumante_ng_prova.png;;;;;;;placeholder.jpg;;FRANTUMANTE il Martello Battente|Tra i più agili e fulminei aiutanti del Signore della Terra, ha dimostrato la sua fedeltà fermando Magor e i suoi scagnozzi che, grazie a un incantesimo di magia nera, erano riusciti ad aprire un portale che collegava Gorm al nostro pianeta! Lanciando a gran velocità le sue mani martello, Frantumante riuscì infatti a formare dei muri indistruttibili, duri come il cemento, che bloccarono l'avanzata del Male.;Bustina Giocheria|Blister;1;0;0;0
599;Neorganic;Popolo della Terra;Vangor;vangor_ng_prova.png;;;;;;;placeholder.jpg;;"VANGOR lo Scavatore|Sfuggire ai suoi attacchi è impossibile! Può scavare profondi tunnel e sorprendere i nemici anche a grandi distanze e quando li afferra… la sua morsa non lascia scampo... ""Le mie braccia allungabili ti stritoleranno!"". Alla forza affianca il coraggio: insieme ai Signori del Mare e dell’Aria preservò la sacra fiamma della Fortezza di Roccia evitando che questa antica sede del Popolo della Terra soccombesse a un maleficio di Magor.";Bustina Edicola|Bustina Giocheria|Blister;1;0;0;0
600;Neorganic;Popolo della Terra;Cavitus;cavitus_ng_prova.png;;;;;;;cavitus_f_ng.png;cavitus_r_ng.png;;Bustina Giocheria|Blister;1;0;0;0
601;Neorganic;Popolo della Terra;Gorbattente della Roccia 1;gorterra_ng_prova.png;;;;;;;gorterra1_f_ng.png;gorterra1_r_ng.png;;Bustina Giocheria|Blister;1;0;0;0
602;Neorganic;Popolo della Terra;Gorbattente della Roccia 2;gorterra1_ng_prova.png;;;;;;;placeholder.jpg;;"GORBATTENTE DELLA ROCCIA|Per ringraziare questi fedeli alleati e premiarli per il loro coraggio, il Signore della Terra ha donato loro parte della sua forza dirompente! Ora questi combattenti possono quindi affrontare le orde del Male con rinnovato valore e grande determinazione. Quando uniscono le loro forze a quelle dei compagni sono in grado di travolgere e frantumare qualsiasi cosa incontrino sul suo cammino. ""Caricaaa! Fate largo alla potenza devastante della Terra!!!"".";Bustina Giocheria|Blister;1;0;0;0
603;Neorganic;Popolo della Foresta;Signore della Foresta;sigforesta_ng_prova.png;;;;;;;placeholder.jpg;;IL SIGNORE DELLA FORESTA|Il legame con il suo elemento non è mai stato così forte! Adesso questo Signore racchiude l’essenza di tutte le piante!|L’evoluzione è avvenuta… una nera e splendente corazza ricopre il suo corpo e il medaglione d’oro con il simbolo della Foresta è incastonato nel suo petto. Queste nuove sembianze lo hanno potenziato e gli hanno donato un’agilità straordinaria che gli permette di attaccare i nemici su Gorm e… sulla Terra!;Bustina Giocheria;1;0;0;0
604;Neorganic;Popolo della Foresta;Signore della Foresta Super;sigforesta_ng_super_prova.png;;;;;martello_rigenerante.PNG;Martello Rigenerante;placeholder.jpg;;IL SIGNORE DELLA FORESTA|Il potere di tutte le forme di vita vegetale sono la sua forza! Il suo respiro è il vento che scuote le cime degli alberi, e la sua saggezza è l'antica conoscenza della foresta stessa! La nera corazza ricopre il suo corpo, e il Medaglione della Foresta brilla sul suo torace! Il Signore della Foresta non conosce sconfitta, e l'incredibile Martello Rigenerante, in grado di distruggere e sbriciolare qualsiasi cosa, è temuto da tutti Gormiti appartenenti al Popolo del Male!;Bustina Edicola;1;0;0;0
